"","SRR6396793","SRR6396794","SRR6396795","SRR6396796","SRR6396797","SRR6396798","SRR6396799","SRR6396800","SRR6396801","SRR6396802","SRR6396803"
"ENSRNOG00000021442",51,46,88,22,105,103,326,322,692,678,728
"ENSRNOG00000064160",0,1,2,1,1,3,4,3,3,4,3
"ENSRNOG00000015785",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000068866",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000066023",36,28,67,11,59,83,184,199,400,327,445
"ENSRNOG00000014278",95,99,168,47,207,207,1631,1645,3909,1476,1201
"ENSRNOG00000049605",16,13,16,4,15,26,26,34,52,59,37
"ENSRNOG00000024016",3,3,51,1,51,7,1,3,1,2,4
"ENSRNOG00000055316",1,1,0,0,1,0,1,0,3,0,1
"ENSRNOG00000063802",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000057140",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000022921",1983,1997,4125,1146,4794,5975,153,132,289,364,271
"ENSRNOG00000054856",0,0,0,0,0,0,2,3,3,2,2
"ENSRNOG00000037360",0,0,2,0,1,1,11,13,11,35,32
"ENSRNOG00000015902",6,6,6,0,9,22,67,81,187,81,43
"ENSRNOG00000065017",0,0,0,0,1,0,0,1,0,0,0
"ENSRNOG00000020624",149,139,189,42,251,485,706,712,1546,2492,2575
"ENSRNOG00000060363",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000065994",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000058025",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000013981",1,1,7,0,6,8,41,30,80,116,83
"ENSRNOG00000065346",175,143,484,121,358,461,10,3,16,14,16
"ENSRNOG00000021290",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000062884",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000019942",144,154,313,99,397,469,18,14,23,26,22
"ENSRNOG00000021912",0,0,0,0,2,2,0,0,0,1,1
"ENSRNOG00000059083",0,0,0,0,2,1,0,0,0,0,0
"ENSRNOG00000059239",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000030818",1298,1320,2621,700,2691,3128,1,1,1,1,2
"ENSRNOG00000065632",1,0,0,0,2,0,0,0,0,0,0
"ENSRNOG00000070760",1,2,8,2,4,3,0,1,0,2,1
"ENSRNOG00000062307",0,0,0,0,0,1,2,3,5,0,0
"ENSRNOG00000071202",0,0,1,0,0,1,1,0,2,5,4
"ENSRNOG00000068808",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000056693",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000055223",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000064515",567,552,865,212,1063,1157,366,361,754,846,826
"ENSRNOG00000017930",38,42,61,13,72,91,1408,1399,2976,2377,2087
"ENSRNOG00000043280",3,4,5,1,0,4,0,0,0,0,0
"ENSRNOG00000065092",90,87,188,47,184,207,0,0,0,0,0
"ENSRNOG00000060826",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000066535",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000068810",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000070274",0,2,5,3,4,13,0,0,0,0,0
"ENSRNOG00000063371",0,0,1,0,0,0,1,2,1,0,2
"ENSRNOG00000060965",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000052241",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000068809",20,14,30,5,19,46,175,166,299,357,366
"ENSRNOG00000058946",2,0,1,0,2,2,0,0,0,0,0
"ENSRNOG00000019869",239,250,634,178,523,639,323,313,624,475,468
"ENSRNOG00000062374",541,548,943,250,965,1149,17,24,45,45,51
"ENSRNOG00000068664",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000063801",0,0,0,0,1,0,3,3,11,5,3
"ENSRNOG00000067318",14,9,25,9,37,36,9,8,15,23,21
"ENSRNOG00000013208",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000059321",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000052179",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000050189",0,0,1,0,0,0,0,0,0,0,0
"ENSRNOG00000067212",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000055161",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000065356",0,0,1,0,2,4,0,0,0,0,0
"ENSRNOG00000023411",28,27,62,17,54,48,171,150,337,378,403
"ENSRNOG00000046005",4667,4720,6925,1743,7730,8690,27085,26862,61722,71902,70699
"ENSRNOG00000054718",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000018686",15844,15823,32697,9348,34627,38435,3261,3246,6305,5886,6279
"ENSRNOG00000063261",30,32,77,25,67,65,93,109,194,199,258
"ENSRNOG00000068139",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000066980",1,0,1,1,3,4,0,0,0,0,0
"ENSRNOG00000070788",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000066529",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000058906",11,10,114,23,39,33,26,20,58,85,89
"ENSRNOG00000066097",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000069563",15,22,39,8,40,46,2,0,3,3,3
"ENSRNOG00000062703",0,0,1,1,1,0,0,0,1,0,1
"ENSRNOG00000070309",15,14,27,9,33,36,48,55,112,140,149
"ENSRNOG00000048810",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000053089",1,2,1,0,3,2,7,6,15,9,12
"ENSRNOG00000057890",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000052503",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000017408",1173,1113,2399,684,2358,2809,891,888,2031,1311,1309
"ENSRNOG00000037393",3376,3422,7750,2071,8545,10903,1,0,0,6,4
"ENSRNOG00000021794",3753,3743,6488,1820,6877,7687,220,200,373,301,331
"ENSRNOG00000069938",0,0,0,0,0,0,1,0,1,0,0
"ENSRNOG00000070568",2,2,2,1,4,11,0,0,1,1,2
"ENSRNOG00000013949",147,155,99,34,145,116,4997,4900,11058,11799,11646
"ENSRNOG00000064463",0,0,0,0,0,0,0,0,1,0,0
"ENSRNOG00000067383",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000052712",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000065858",0,2,0,1,1,4,2,0,5,6,5
"ENSRNOG00000016103",13,9,33,14,38,35,153,131,391,333,314
"ENSRNOG00000034012",0,0,0,0,0,0,1,2,6,2,2
"ENSRNOG00000070335",134,141,294,69,367,433,558,482,1297,2388,2465
"ENSRNOG00000065589",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000068668",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000033164",3,2,13,2,13,3,4,3,22,4,1
"ENSRNOG00000036811",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000055001",8,7,8,3,10,16,13,4,15,14,39
"ENSRNOG00000067782",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000020643",623,612,1100,339,1211,1326,2957,2912,5969,5776,6099
"ENSRNOG00000018217",4,7,6,1,7,6,9,9,15,30,32
"ENSRNOG00000064778",36,32,81,25,66,73,1,0,8,1,3
"ENSRNOG00000058615",0,0,7,0,0,0,1,0,1,5,0
"ENSRNOG00000065642",0,0,0,0,0,0,0,1,3,6,0
"ENSRNOG00000070200",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000057923",1,0,0,0,1,0,2,0,3,1,2
"ENSRNOG00000058790",927,941,1627,467,1699,2077,923,888,2091,2220,2258
"ENSRNOG00000069125",3,6,5,4,9,6,0,1,1,1,0
"ENSRNOG00000063149",0,0,0,0,0,0,0,0,0,1,0
"ENSRNOG00000064646",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000020371",797,725,1645,440,1685,1503,1128,1110,2133,1683,1703
"ENSRNOG00000064021",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000061803",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000064115",0,0,0,0,0,0,0,0,1,0,0
"ENSRNOG00000014996",95,99,137,37,163,177,487,508,1039,892,912
"ENSRNOG00000067296",54,51,130,24,107,143,173,160,442,525,533
"ENSRNOG00000064765",0,0,0,0,1,0,3,2,2,2,0
"ENSRNOG00000018742",0,0,0,0,0,0,0,0,1,3,3
"ENSRNOG00000067148",231,278,707,139,665,875,3,4,6,2,3
"ENSRNOG00000058967",0,0,0,0,1,0,0,0,0,1,0
"ENSRNOG00000017914",66,69,51,19,98,101,1004,933,1864,3328,4043
"ENSRNOG00000071136",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000061806",0,0,1,0,0,0,0,0,0,0,0
"ENSRNOG00000014705",460,441,734,168,762,1046,58,63,113,100,92
"ENSRNOG00000016993",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000055479",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000029732",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000063130",11,7,14,5,16,16,1,3,3,1,3
"ENSRNOG00000057436",0,1,0,0,0,0,0,0,0,0,0
"ENSRNOG00000070027",9,13,12,1,29,24,160,148,416,320,361
"ENSRNOG00000016812",91,95,139,32,162,152,1621,1554,3624,1432,1283
"ENSRNOG00000009932",11,15,25,8,36,38,128,126,207,173,520
"ENSRNOG00000035046",1,0,0,0,0,1,0,0,0,1,3
"ENSRNOG00000071197",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000022353",2,4,4,1,4,6,48,61,100,272,248
"ENSRNOG00000026440",6,2,25,2,14,20,2,0,3,0,0
"ENSRNOG00000067997",2,0,2,0,1,0,0,0,0,0,0
"ENSRNOG00000067291",0,0,1,0,1,0,4,2,2,1,0
"ENSRNOG00000036807",4792,4794,10114,2683,10279,11328,3,0,0,0,0
"ENSRNOG00000020865",787,847,1055,280,1718,1746,1822,1787,3414,862,683
"ENSRNOG00000065706",3,0,7,0,10,8,4,5,14,4,3
"ENSRNOG00000058965",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000069287",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000020714",1104,1104,2578,692,2711,3161,251,252,490,774,728
"ENSRNOG00000015825",958,931,1764,496,2069,2190,337,312,507,849,1007
"ENSRNOG00000062901",35,33,70,12,67,89,1,0,1,0,0
"ENSRNOG00000070787",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000058927",0,0,1,0,1,0,0,0,0,0,0
"ENSRNOG00000031086",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000057950",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000067561",0,0,0,0,0,0,0,0,0,0,1
"ENSRNOG00000017016",13728,13652,31281,8307,31032,35790,1,5,1,0,0
"ENSRNOG00000070889",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000064500",0,0,0,0,0,0,0,0,1,2,0
"ENSRNOG00000070820",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000014840",93,88,160,41,167,142,6,2,28,28,27
"ENSRNOG00000064970",22,22,67,18,66,63,30,49,95,73,90
"ENSRNOG00000058110",156,163,314,74,336,355,0,0,0,0,0
"ENSRNOG00000057480",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000059637",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000025060",2,4,1,0,1,1,93,97,131,6,16
"ENSRNOG00000063721",95,96,176,43,192,186,0,0,0,0,0
"ENSRNOG00000030127",252,256,452,136,516,599,459,452,934,1005,994
"ENSRNOG00000069682",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000066099",3,4,4,0,4,6,159,166,422,301,331
"ENSRNOG00000027098",52,43,97,23,112,131,82,87,175,119,88
"ENSRNOG00000017138",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000058367",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000067414",16,19,36,5,55,58,0,0,0,0,0
"ENSRNOG00000017311",56,52,49,8,93,66,85,89,138,110,110
"ENSRNOG00000020131",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000066800",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000019270",9,7,10,1,14,14,102,141,272,675,714
"ENSRNOG00000066986",20,13,15,2,23,27,170,186,401,525,477
"ENSRNOG00000018762",1921,1936,3460,895,3583,3793,149,123,261,323,299
"ENSRNOG00000057414",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000069528",102,105,212,64,205,288,11,3,20,32,39
"ENSRNOG00000067989",407,430,936,247,991,1104,8,11,38,25,17
"ENSRNOG00000015956",2,1,14,2,10,7,77,91,225,197,131
"ENSRNOG00000018019",37,48,79,14,95,96,834,760,1683,1020,1001
"ENSRNOG00000046036",7434,7372,13682,3741,13424,18027,332,294,806,847,837
"ENSRNOG00000051903",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000018541",0,0,0,0,0,0,0,0,0,4,0
"ENSRNOG00000070487",0,0,0,0,1,0,0,0,0,0,0
"ENSRNOG00000065449",0,0,0,0,0,0,1,0,1,1,0
"ENSRNOG00000015268",117,94,196,51,182,232,154,169,367,456,486
"ENSRNOG00000069855",460,541,1684,410,1030,1316,2,0,4,22,10
"ENSRNOG00000065828",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000063461",0,0,0,0,1,1,0,1,1,0,2
"ENSRNOG00000064593",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000069644",9,8,10,1,28,28,1,0,1,1,2
"ENSRNOG00000064985",0,0,2,0,0,0,2,2,1,0,3
"ENSRNOG00000016372",346,342,570,183,733,625,1528,1513,3503,4924,4872
"ENSRNOG00000067872",61,32,13,1,107,69,0,0,0,1,0
"ENSRNOG00000057858",0,0,0,0,1,1,2,0,4,3,9
"ENSRNOG00000063677",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000064099",0,0,0,0,1,1,0,0,0,2,0
"ENSRNOG00000060031",3,3,3,0,4,2,7,8,15,16,12
"ENSRNOG00000017143",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000058913",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000055560",1,0,2,1,1,2,10,6,17,12,26
"ENSRNOG00000058451",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000065835",49,45,106,27,83,103,17,12,20,25,21
"ENSRNOG00000063775",792,785,2742,690,1860,2543,0,0,1,2,3
"ENSRNOG00000049759",0,1,1,1,1,0,105,86,154,33,19
"ENSRNOG00000070824",1,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000064277",73,70,36,6,181,301,1,1,1,1,2
"ENSRNOG00000068327",2363,2263,4188,904,4361,4786,1316,1305,2347,2078,2262
"ENSRNOG00000019812",359,385,640,184,725,781,1284,1268,2728,2565,2559
"ENSRNOG00000013448",4,6,6,5,8,20,0,0,0,2,1
"ENSRNOG00000070842",1,1,0,0,1,0,0,0,0,1,0
"ENSRNOG00000050486",1,0,0,0,1,0,3,2,3,2,0
"ENSRNOG00000060311",0,0,4,1,3,1,5,3,8,9,7
"ENSRNOG00000064747",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000025940",169,163,378,89,415,363,1392,1387,3210,3513,3752
"ENSRNOG00000057115",0,0,0,0,0,0,1,1,2,1,1
"ENSRNOG00000059590",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000070257",0,0,0,0,2,3,8,11,24,12,8
"ENSRNOG00000053764",0,2,3,0,1,2,4,8,6,9,13
"ENSRNOG00000062436",0,0,0,0,0,1,0,0,0,0,1
"ENSRNOG00000062663",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000020393",88,87,136,52,159,168,834,824,1675,1984,2016
"ENSRNOG00000067076",4108,4169,6544,1661,7333,7381,194,171,504,200,216
"ENSRNOG00000060156",3,1,8,0,5,2,15,8,16,28,28
"ENSRNOG00000052300",1,2,4,2,6,2,9,9,7,19,10
"ENSRNOG00000063644",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000064992",37,45,75,20,84,114,178,173,393,450,505
"ENSRNOG00000066765",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000014969",284,245,405,105,491,571,2053,1903,4202,4369,4824
"ENSRNOG00000054315",2,1,1,1,2,2,5,1,9,11,13
"ENSRNOG00000053158",0,0,2,0,0,0,0,0,0,0,0
"ENSRNOG00000010840",32,34,62,15,66,100,56,58,182,184,170
"ENSRNOG00000070884",0,1,1,0,1,2,5,2,6,4,3
"ENSRNOG00000068967",88,113,228,68,266,357,0,0,2,2,1
"ENSRNOG00000065947",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000042927",1,0,0,0,1,0,0,1,2,2,3
"ENSRNOG00000067278",12,4,12,13,14,4,68,73,137,48,34
"ENSRNOG00000010308",164,174,183,56,325,336,3989,4035,10154,10470,10400
"ENSRNOG00000066280",1,0,1,0,4,0,2,0,5,0,0
"ENSRNOG00000064771",2,2,6,1,0,0,0,0,0,0,0
"ENSRNOG00000017277",5,2,4,0,8,10,7,5,20,30,53
"ENSRNOG00000046395",2,0,0,1,0,9,2,3,0,0,0
"ENSRNOG00000069063",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000061138",2,1,4,1,2,4,8,6,9,20,17
"ENSRNOG00000013426",13,10,11,2,27,19,130,109,426,1819,1690
"ENSRNOG00000017851",31,27,47,10,40,51,180,190,325,286,260
"ENSRNOG00000042465",954,959,1912,544,2111,2192,35,41,82,20,11
"ENSRNOG00000062533",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000066205",9,4,9,1,5,13,1,6,6,13,7
"ENSRNOG00000068788",1,0,0,0,0,0,0,1,0,0,1
"ENSRNOG00000056942",1,2,4,0,3,4,8,5,4,8,11
"ENSRNOG00000065112",40,38,45,12,42,33,115,123,121,126,246
"ENSRNOG00000059323",0,0,0,0,0,0,1,0,0,0,0
"ENSRNOG00000068353",0,0,2,0,1,2,0,0,2,2,1
"ENSRNOG00000062431",0,0,0,0,2,1,0,1,0,0,0
"ENSRNOG00000065285",11,24,25,6,39,53,128,117,245,73,46
"ENSRNOG00000015058",1,1,2,0,4,4,2,3,4,4,8
"ENSRNOG00000061556",0,0,0,0,0,0,0,0,1,0,0
"ENSRNOG00000011439",59,57,65,22,135,142,1100,1132,2640,1445,1340
"ENSRNOG00000017635",2123,2085,4366,1150,3798,4323,841,780,1784,2136,2332
"ENSRNOG00000056397",1,0,7,0,0,4,13,8,14,27,32
"ENSRNOG00000055386",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000038625",0,1,1,0,1,0,19,26,50,22,23
"ENSRNOG00000068081",76,77,95,26,148,160,141,124,292,474,566
"ENSRNOG00000065098",28,27,48,15,58,77,362,305,821,1193,1235
"ENSRNOG00000029394",5,9,22,1,21,13,64,99,218,351,434
"ENSRNOG00000065322",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000060079",1,0,1,0,0,0,2,1,2,5,4
"ENSRNOG00000017884",0,4,12,2,21,17,4,2,19,4,7
"ENSRNOG00000060321",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000067323",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000068609",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000069170",1,0,6,1,0,5,45,43,94,23,12
"ENSRNOG00000066570",0,1,2,0,0,0,0,2,0,0,0
"ENSRNOG00000064417",3,1,29,3,4,4,47,21,49,78,60
"ENSRNOG00000021082",218,220,242,60,322,326,2926,2904,6136,6675,6969
"ENSRNOG00000058132",8,3,18,2,18,21,26,35,39,52,61
"ENSRNOG00000053593",0,0,0,0,0,1,0,0,0,0,0
"ENSRNOG00000068507",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000063065",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000066269",23,21,54,12,37,39,101,130,250,489,463
"ENSRNOG00000020197",37,49,20,13,70,65,1498,1461,3645,6927,6857
"ENSRNOG00000069291",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000016687",33,38,87,21,93,74,216,205,510,1136,1424
"ENSRNOG00000059273",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000059984",11,12,16,4,29,16,32,41,96,44,55
"ENSRNOG00000067834",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000053279",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000055124",0,0,0,0,0,0,2,3,6,8,4
"ENSRNOG00000022729",0,0,0,0,1,0,0,0,0,0,0
"ENSRNOG00000020363",1442,1431,2823,863,2608,3151,1883,1932,3902,3016,3005
"ENSRNOG00000066299",0,2,1,1,4,0,24,26,35,5,4
"ENSRNOG00000056238",1,1,1,0,0,1,0,0,0,4,0
"ENSRNOG00000020871",766,796,435,118,1252,969,21016,20931,50859,75943,77400
"ENSRNOG00000066283",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000033843",0,0,0,0,0,1,6,10,9,5,6
"ENSRNOG00000029978",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000021151",705,699,1297,330,1309,1458,1009,995,1966,1721,1785
"ENSRNOG00000053533",0,0,0,0,1,0,2,2,4,2,3
"ENSRNOG00000064808",0,0,0,0,0,0,0,0,2,0,0
"ENSRNOG00000017054",0,1,0,1,0,2,26,22,96,50,47
"ENSRNOG00000047429",0,0,0,0,0,0,0,0,0,1,0
"ENSRNOG00000018310",878,926,1644,429,1954,2527,96,116,192,78,58
"ENSRNOG00000030404",7,6,2,0,9,15,261,229,585,845,819
"ENSRNOG00000052756",1,0,1,0,0,0,0,0,0,0,0
"ENSRNOG00000054533",0,2,4,1,5,4,6,2,11,25,22
"ENSRNOG00000069636",1,1,1,0,1,1,20,24,52,24,6
"ENSRNOG00000070724",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000021093",2789,2940,5564,1599,5679,6483,19,13,28,35,54
"ENSRNOG00000067564",0,1,1,1,1,3,0,0,1,1,1
"ENSRNOG00000069368",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000014004",78,78,113,37,122,157,635,684,1730,1213,1165
"ENSRNOG00000047816",483,474,857,221,820,1036,361,327,793,804,822
"ENSRNOG00000018433",38,52,78,26,94,86,245,247,562,484,504
"ENSRNOG00000032984",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000059173",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000063050",0,1,1,0,2,1,1,0,0,1,1
"ENSRNOG00000064276",0,1,4,2,2,0,0,0,1,0,2
"ENSRNOG00000055133",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000058564",1,1,5,0,0,1,1,5,6,4,1
"ENSRNOG00000055351",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000069212",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000063757",0,0,0,1,1,0,0,0,2,0,0
"ENSRNOG00000020925",267,281,522,136,586,626,1631,1612,3118,4137,3941
"ENSRNOG00000068292",43,59,64,9,69,76,3,1,3,1,7
"ENSRNOG00000014327",1,0,0,0,0,0,4,1,1,16,21
"ENSRNOG00000046339",0,0,0,0,0,0,0,0,0,0,1
"ENSRNOG00000025163",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000063321",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000066499",0,0,0,0,0,3,1,2,2,2,0
"ENSRNOG00000060653",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000064594",1,0,3,1,7,3,4,3,7,6,7
"ENSRNOG00000063410",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000070917",20,21,39,7,60,35,66,66,155,168,156
"ENSRNOG00000055259",5,6,9,0,9,4,174,193,449,153,122
"ENSRNOG00000071167",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000055350",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000056883",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000062807",40,62,58,21,97,128,0,0,0,0,0
"ENSRNOG00000064168",12,8,43,16,20,28,0,0,0,0,0
"ENSRNOG00000043313",0,0,0,0,0,0,2,0,0,0,0
"ENSRNOG00000054059",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000069104",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000059438",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000051968",199,191,737,173,479,509,0,2,4,3,0
"ENSRNOG00000067201",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000062620",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000063405",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000012140",1971,1945,3562,929,3837,4715,712,659,1532,1907,1862
"ENSRNOG00000067084",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000014828",100,106,159,45,168,199,286,261,521,548,582
"ENSRNOG00000065933",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000069668",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000020497",971,901,2038,485,2011,2425,898,826,2007,2112,2145
"ENSRNOG00000070030",33,27,90,27,62,79,16,10,35,66,91
"ENSRNOG00000063751",0,0,0,0,0,0,0,0,0,1,0
"ENSRNOG00000028982",0,0,0,1,0,0,2,0,7,0,0
"ENSRNOG00000024630",0,1,1,4,6,10,11,5,7,13,5
"ENSRNOG00000025154",16,15,22,11,51,42,140,127,409,39,162
"ENSRNOG00000014448",55,58,156,25,146,151,457,531,1062,1057,1093
"ENSRNOG00000061255",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000058387",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000064171",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000071133",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000067993",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000057415",0,0,0,0,0,1,0,1,0,0,0
"ENSRNOG00000014266",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000055387",2,0,2,2,2,5,10,7,10,10,13
"ENSRNOG00000059739",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000066060",0,0,0,0,0,0,1,0,0,0,0
"ENSRNOG00000070360",20,25,69,16,34,70,2,4,7,1,1
"ENSRNOG00000067359",0,0,0,0,0,0,0,0,0,1,0
"ENSRNOG00000015753",2686,2606,5269,1392,5373,6126,2082,2068,4771,5317,5265
"ENSRNOG00000067461",3,2,2,0,0,2,9,9,14,11,16
"ENSRNOG00000067992",0,1,1,0,1,1,0,0,0,0,0
"ENSRNOG00000052577",0,0,0,0,1,1,1,0,0,3,0
"ENSRNOG00000043392",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000053785",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000028781",6,6,25,4,17,22,52,70,142,89,108
"ENSRNOG00000053931",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000064547",104,105,171,41,217,253,2,2,5,2,1
"ENSRNOG00000070838",0,0,1,0,1,0,0,0,2,0,0
"ENSRNOG00000037156",0,0,0,0,2,1,1,0,0,2,0
"ENSRNOG00000046966",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000066001",0,0,0,0,0,0,0,0,0,1,0
"ENSRNOG00000056494",0,1,0,0,0,0,0,0,0,0,0
"ENSRNOG00000068067",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000054921",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000064885",0,0,3,0,1,0,1,0,0,0,1
"ENSRNOG00000054561",242,284,479,105,517,608,18,21,33,17,35
